OID_,ENTITY_ID,CLASS_CODE,SMRS,COUNTY,TOWNLAND,COUNTY_ID,ZONE_ID,ITM_E,ITM_N,LATITUDE,LONGITUDE,MONUMENT_T,FIRST_EDIT,LATEST_EDI,WEBSITE_LI,WEB_NOTES
970,DU00647,HOWE,DU014-057004-,DUBLIN,"SANTRY (Coolock By., Drumcondra Rural ED)",9,R149730,716792.000000000000000,739982.000000000000000,53.397055844999997,-6.243853834000000,Ritual site - holy well,Not indicated,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU014-057004-,"Locally known as 'St. Pappin's Well.  Described by Ó Danachair (1958, 78-9) as; 'in a private garden just outside the grounds of the C. of I. church of Santry.  The well is below ground level and reached by a flight of steps.  No devotions now, but stil"
971,DU00663,HOWE,DU014-066002-,DUBLIN,FINGLAS EAST,9,R181553,712845.000000000000000,738997.000000000000000,53.389065608000003,-6.303525942000000,Ritual site - holy well,'St Patrick's Well','St Patrick's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU014-066002-,"This is a natural spring enclosed within a railing and embellished with a monument to St Patrick, murals and a grotto. A stone-lined bath in the front may have been built in the 1760's when the well was developed as a spa (Daly 1957, 20; Ó Danachair 195"
972,DU00712,HOWE,DU015-007002-,DUBLIN,"BURROW (Coolock By., Malahide ED)",9,R171287,724336.000000000000000,743481.000000000000000,53.426762254000003,-6.129103429000000,Ritual site - holy well, ,Indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-007002-,"Formerly situated in sand dunes southwest of St. Marnock's Church (DU015-007001-). Traditionally known as St. Marnock's Well. The Pattern day at the well was August 18th (Ó Danachair 1958, 78). A description in its heyday speaks of a large circular pool"
973,DU00750,HOWE,DU015-029002-,DUBLIN,HOWTH,9,R149701,728621.000000000000000,739242.000000000000000,53.387661758999997,-6.066394107000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-029002-,Located in the retaining wall of the abbey graveyard (DU015-029006-). Traditionally described as the 'eye spout' or 'holy spout'. Now water issues from a short length of pipe said to have come from a holy well dedicated to our Lady in St. Mary's Church (
974,DU00829,HOWE,DU015-091----,DUBLIN,RAHENY,9, ,0.000000000000000,0.000000000000000,46.488181431999998,-15.817314300000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU015-091----,"Joyce (1912) mentions St. Ossan's holy Well which was formerly in a field between the church and railway station at Clontarf but is covered up and drains into the Santry River. The site was marked by a depression in the ground and a bush (Joyce 1988, 319"
975,DU00845,HOWE,DU017-002001-,DUBLIN,ST. CATHERINE'S PARK,9,R149631,701623.000000000000000,736280.000000000000000,53.366934493000002,-6.473037931000000,Ritual site - holy well, ,'St. Catherine's Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-002001-,"Located on the side entrance into St. Catherine's Park. There are two wells side by side, with arched coverings. This one is higher than the other (DU017-002002-). Tradition has it that the water from the larger well was drunk and the water from the smal"
976,DU00846,HOWE,DU017-002002-,DUBLIN,ST. CATHERINE'S PARK,9,R149631,701623.000000000000000,736277.000000000000000,53.366907542000000,-6.473038895000000,Ritual site - holy well, ,'St. Catherine's Wells', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-002002-,"Located on the side entrance into St. Catherine's Park. There are two wells side by side (DU017-002001-) with arched coverings, one higher than the other. The water is traditionally thought to cure sore eyes. No longer venerated. Culverted into main drai"
977,DU00855,HOWE,DU017-009----,DUBLIN,CASTLEKNOCK (Without Phoenix Park),9,R149656,708943.000000000000000,737088.000000000000000,53.372735605999999,-6.362818645000000,Ritual site - holy well, ,'St. Brigids Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-009----,Situated at the corner of the Chapelizod Road in Castleknock Village. There is a water pump on the site and a blocked opening behind it which may have been the original location of the well. There are inscribed sandstone tablets with text embedded in a b
978,DU01686,HOWE,DU021-040----,DUBLIN,CROCKSHANE,9,R149346,701178.000000000000000,725429.000000000000000,53.269536500000001,-6.483182856000000,Ritual site - holy well, ,'St. Catherine's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU021-040----,"This well is located along a field ditch which has been widened and deepened, removing all apparent trace of well. Originally accessed from steps. Dedicated to St. Catherine (ÓDanachair, 1958, 82). Compiled by Geraldine Stout"
979,DU01847,HOWE,DU022-082001-,DUBLIN,Dublin South City,9,R149481,717602.000000000000000,731372.000000000000000,53.319535668999997,-6.234880172000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU022-082001-,"Situated at Eglinton Square Housing Estate which were formerly the grounds of Ballinguile House. A tower-like super-structure covers the well. It is accessible from steps. Associated with St. Mobhi (Ó Danachair 1958, 234; Daly 1957, 21).  Compiled by: G"
980,DU00889,HOWE,DU017-027----,DUBLIN,TOBERMACLUGG,9,R149568,701644.000000000000000,734346.000000000000000,53.349555952999999,-6.473343706000000,Ritual site - holy well, ,'Tobermaclugg', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU017-027----,"This is a natural spring situated in a hollow by a tree. Accessible from steps (Ó Danachair 1958, 83). It is dedicated to St. John (Daly 1957, 18). No longer venerated. Compiled by: Geraldine Stout  Date of upload: 26 August 2011"
981,DU01806,HOWE,DU022-035----,DUBLIN,TIKNOCK,9,R149341,716548.000000000000000,725044.000000000000000,53.262925306000000,-6.253013023000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU022-035----,"A roadside spring enclosed by a railing. Known as 'Grumleys' Well. It was identified in the 1950's, when carvings of a cross, two chalices and IHS were observed on the covering slab (Ó Danachair 1958, 84). It is overgrown.  Compiled by Geraldine Stout D"
982,DU01217,HOWE,DU018-020282-,DUBLIN,Dublin South City,9,R149572,712653.000000000000000,734254.000000000000000,53.346500355000003,-6.308100391000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU018-020282-,Formerly located at the junction of O'Connell Road and the railway. This holy well known as 'St. John's Well' was obliterated during the construction of St. John's Terrace and the railway. A pattern was traditionally held here on St. John's day. In 1538
983,DU02358,HOWE,DU026-069----,DUBLIN,CORK GREAT,9,R149151,726102.000000000000000,719510.000000000000000,53.211034196000000,-6.112075273000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU026-069----,"The holy well is marked on Duncan's map of 1821. The OS Letters (1837) describe the Abbey Well which was located to the E of a burial ground associated with old Cork Abbey (DU026-068001-). This was a fine spring well, encased in brick and vaulted (O'Flan"
984,DU02420,HOWE,DU028-002003-,DUBLIN,BALLYMAN,9,R149119,723543.000000000000000,718630.000000000000000,53.203730260999997,-6.150705491000000,Ritual site - holy well, ,'St. Kevin's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=DU028-002003-,"Situated on the south facing slope of a valley. The well, or spring, rises at the foot of a bank on the N side of the County Brook. it was still venerated in the 1950's (Ó Danachair 1958, 84; Anon, 1900, 187). The OS Letters (1837) call it a blessed wel"
985,GA01042,HOWE,GA024-003----,GALWAY,GOWLAUNLEE,11,R149897,485746.000000000000000,756431.000000000000000,53.545366995000002,-9.723981590999999,Ritual site - holy well, ,'Toberfeheen', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA024-003----,"Close to the saddle-point of Mám Tuirc, the northern of the three mountain passes from Joyce Country into Connemara proper. Known locally as Tobar Feichín, it consists of a natural spring, the source of the stream running E into Gleann Glaise. It is co"
986,GA00201,HOWE,GA006-031----,GALWAY,CASHEL (Tiaquin By.),11,R154222,559219.000000000000000,764680.000000000000000,53.630335443000000,-8.616557323000000,Ritual site - holy well, ,'Tobernambraher', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA006-031----,"In reclaimed bogland, 80m W of Boyounagh graveyard (GA006-030----). The OS Letters (O'Flanagan 1927, Vol. 1, 80) state that this well was known locally as 'the friar's well' or 'Tobar Patrick', but was not dedicated to St Patrick. Conway (c. 1980, 3) men"
987,GA00383,HOWE,GA009-016----,GALWAY,KANRAWER,11,R150016,465459.000000000000000,763638.000000000000000,53.605289864000000,-10.033001096000000,Ritual site - holy well, ,'Well of the Seven Daughters', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA009-016----,"On the townland boundary in a shallow valley c. 120m NNE of a church of the same name (GA009-004----). Known locally as Tobar na Seacht nlníon, it consists of a natural spring, revetted by stone, and covered by a flat circular stone. A number of coins a"
988,GA00420,HOWE,GA009D006----,GALWAY,INISHSHARK,11,R150034,449803.000000000000000,764020.000000000000000,53.604469090000002,-10.269563971000000,Ritual site - holy well,'Toberleo','Toberleo', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA009D006----,"On E side of Fuagh Leo (Ooghleo on OS 6-inch map) on S shore of the island. Tobar Leo consists of a small irregularly shaped natural rockpool on a ledge, fed from a spring in the rock face above it. (O'Flanagan 1927b, Vol. 1, 486; Westropp 1911, 74)  The"
989,GA00446,HOWE,GA010-009----,GALWAY,FOHER,11,R150014,477727.000000000000000,763452.000000000000000,53.606624080000003,-9.847662035999999,Ritual site - holy well, ,'Tobersalrock Holy well (Site of)', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA010-009----,"Some 60m S of Salrock church (GA010-008001-). This well, correctly Tobar Salruc, is indicated on 1st ed. of OS 6-inch map but was evidently gone by time of 2nd (1896), when the words 'Site of' are appended. No visible surface trace survives.  The above d"
990,GA00472,HOWE,GA011-003----,GALWAY,GLENCRAFF,11,R149987,484316.000000000000000,760252.000000000000000,53.579375923999997,-9.746961926000001,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA011-003----,"On hillside on N side of Glencraff. It consists of a natural spring in an irregular rock cleft under the lower edge of a slanting flagstone. Though there are no signs of offerings, the well is associated locally with a St Craff. There is a hawthorn 10m t"
991,GA00475,HOWE,GA011-010----,GALWAY,FOHER,11,R150020,478817.000000000000000,763751.000000000000000,53.609562773000000,-9.831316605000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA011-010----,"On S side of track leading E from Salrock Pass. Known locally as St Joseph's Well, it consists of a small, roughly rectangular, water-filled hollow delimited by small fliat blocks of stone. Some coins are visible, as are the remnants of a small cairn imm"
992,GA00477,HOWE,GA012-002----,GALWAY,GLENNAGEVLAGH,11,R150010,489425.000000000000000,763361.000000000000000,53.608404667999999,-9.670948780000000,Ritual site - holy well, ,'St Joseph's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA012-002----,"At HWM on S shore close to the head of Killary Harbour and c. 20m from road. It consisted of a hollow (not a spring), now filled in, which was situated in SW corner of a small, low, subrectangular drystone enclosure (L 3.5m, Wth 2.3m) with an entrance on"
993,GA00608,HOWE,GA016-095----,GALWAY,LENAMORE (Dunmore By.),11,R153951,544983.000000000000000,758942.000000000000000,53.577474199000001,-8.830753593000001,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA016-095----,"At the base of an esker ridge in grassland. A SE-NW running stream runs to W. According to local tradition, there was a holy well called Tobar na Glinn here. It has been covered up by a low irregular mound of limestone pebbles. A crudely carved sandstone"
994,GA00661,HOWE,GA017-022----,GALWAY,BALLYWATAIRE,11,R154158,552944.000000000000000,763738.000000000000000,53.621344624000002,-8.711277564000000,Ritual site - holy well, ,'Tobarmore', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA017-022----,"At the base of a ridge in marshy pastureland. Holy well defined by a large circular rubble-strewn hollow (D 6m) which feeds a stream which flows out to S. Traditionally associated with St Patrick (Neary 1914, 125, no. 50).  The above description is deriv"
995,GA00715,HOWE,GA017-076----,GALWAY,CLUID,11,R154129,553881.000000000000000,763281.000000000000000,53.617321410999999,-8.697047795000000,Ritual site - holy well, ,Not indicated, https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA017-076----,"Close to a stream in level poorly drained terrain. A spring well, know locally as Bellwell or Tobernaclog, consists of a well-preserved square drystone-build structure (L/Wth 1.6m) opening out to S. Locally believed to have converted a non-believer when"
996,GA00808,HOWE,GA018-029----,GALWAY,KILTULLAGH (Tiaquin By.),11,R153955,561999.000000000000000,759042.000000000000000,53.579880993000003,-8.573842453999999,Ritual site - holy well, ,'St. Bridgid's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA018-029----,"Some 100m SSW of a church (GA018-027002-). It consists of a spring well enclosed by a small unroofed oval drystone chamber oval drystone chamber (E-W 0.6m, N-S 0.5m) opening out to W. (Melvin c. 1971, 15)  The above description is derived from the publis"
997,GA00816,HOWE,GA018-038----,GALWAY,LISHEENNAHELTIA,11,R154192,557260.000000000000000,764180.000000000000000,53.625686279000000,-8.646104275000001,Ritual site - holy well, ,'Holy Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA018-038----,"Close to E bank of the Yellow River in low-lying boggy terrain. Marked within an enclosed oval tree copse (NW-SE c. 40m, NE-SW c. 30m) on OS 6-inch maps. Extensive field clearance has occurred here and apart from a blocked-up pool of water with a small d"
998,GA00865,HOWE,GA019-050----,GALWAY,KILCOLUMB,11,R154184,567554.000000000000000,764070.000000000000000,53.625436567000001,-8.490484789000000,Ritual site - holy well, ,'St. Columb's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA019-050----,"In marshy grassland overlooking bogland to N. A small natural spring well; some large slabs and traces of concrete rubble in the vicinity suggest that it may formerly have been enclosed. According to local information, about 802 years ago, the well origi"
999,GA00883,HOWE,GA019-080002-,GALWAY,TALLAVNAMRAHER,11,R153912,573364.000000000000000,758155.000000000000000,53.572610122999997,-8.402152764000000,Ritual site - holy well, ,'Friar's Well', https://maps.archaeology.ie/HistoricEnvironment/?SMRS=GA019-080002-,In pastureland on NW-facing slope of Mount Mary. Marked on 3rd ed. of OS 6-inch map (1931). No visible surface trace survives.  The above description is derived from the published 'Archaeological Inventory of County Galway Vol. II - North Galway'. Compil
